product_name,product_Short description,product_Description,Product_Tax status,In_stock?,product_Stock,product_Weight (g),product_Length (cm),product_Width (cm),product_Height (cm),"product_Sale price,price,rate,value,Rupees,rs,₹",product_Regular price ,product_Category,product_variants,product_colors,product_Attribute 1 name,product_color,Attribute 1 visible,product_Attribute 1 global,product_Attribute 1 default,product_link,product_discount
Space Explorer School Backpack,"Get ready for takeoff with the PeiLiJia SB-678-39 (PLJ) ?Space Explorer? Backpack! Featuring an exciting astronaut and rocket-themed design in bold red and navy blue, this backpack is made for kids who dream big. Whether it's for school or intergalactic adventures, this bag offers durability, storage, and comfort with a fun cosmic twist.","1. Astronaut Theme ? Decorated with stitched patches of rockets, planets, and stars.\n2. Bold Color Contrast ? Vibrant red and navy blue for a dynamic, energetic look.\n3. Ergonomic Design ? Padded shoulder straps and breathable back panel for comfort.\n4. Roomy Compartments ? Multiple zippered sections for books, supplies, and lunch.\n5. Side Pockets ? Ideal for water bottles or small accessories.\n6. Heavy-Duty Build ? Sturdy stitching and quality zippers made for active kids.\n7. PeiLiJia Style Branding ? Trusted design with a space-themed personality",taxable,1,100,850,16,30,41,,,School Bags,"Navy Blue School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Navy Blue,1,1,Navy Blue,https://grabaggs.com/product/space-explorer-school-backpack/,
Jurassic Crew School Backpack,"Step back in time with the PeiLiJia SB-678-40 (PLJ) ?Jurassic Crew? Backpack! With bold dinosaur-themed patches and a rugged green and beige color palette, this backpack is perfect for young dino lovers. It combines eye-catching design with all-day comfort and functionality, making it an ideal companion for school or weekend adventures.",,taxable,1,100,850,16,30,41,,,School Bags,"Cream School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Cream"":{""name"":""Cream"",""color"":""#FFFDD0"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Cream,1,1,Cream,https://grabaggs.com/product/jurassic-crew-school-backpack/,47%
My Planet  Unicorn School Backpack  Purple,"Let your little one dream big with the PeiLiJia SB-678-41 ?My Planet? Backpack. With a celestial pastel print featuring planets, moons, clouds, and a charming winged unicorn, this bag is made to inspire young imaginations. A blend of playful design and everyday practicality, this backpack is a delightful choice for school or travel.","1. Celestial Unicorn Theme ? Decorated with pastel-colored planets, stars, and a cute winged unicorn patch.\n2. Dream-Inspired Print ? Words like ""Dream Big"", ""My Planet"", and ""Little One"" across the fabric add a whimsical charm.\n3. Matching Pencil Pouch ? Coordinated side accessory pouch with zipper closure.\n4. Comfort-Focused ? Padded shoulder straps and back panel for ergonomic support.\n5. Multi-Pocket Design ? Dual front compartments and side mesh pockets for ultimate organization.\n6. Reflective Safety Strip ? Enhances visibility during early morning or late afternoon commutes.\n7. PeiLiJia Branding ? Trusted label known for style and quality in kids? accessories.",taxable,1,100,850,16,30,41,,,School Bags,"Purple School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Purple"":{""name"":""Purple"",""color"":""#800080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Purple,1,1,Purple,,
My Planet Unicorn School Backpack Pink,"Whisk your little one away on a dreamy adventure with the PeiLiJia SB-678-41 ?My Planet? Backpack in charming pink. Adorned with pastel planets, stars, and a unicorn princess, this magical backpack is perfect for young dreamers. Ideal for school or play, it combines adorable design with everyday practicality.","1. Unicorn Princess Design , Features a crowned unicorn patch with a celestial background theme.
\n2. Whimsical Print  Includes ,Dream Big,  Little One , My Planet, and space motifs like moons, stars, and clouds.
\n3. Coordinated Pencil Pouch , Matching pink side zipper pouch for added storage convenience.
\n4. Ergonomic Comfort , Padded back and shoulder straps ensure a comfortable fit.
\n5. Spacious Storage , Dual zip compartments, front utility pocket, and mesh side holders.
\n6. Reflective Safety Band , Enhances visibility for added safety during early and late travels.
\n7. PeiLiJia Signature Branding , A mark of fun, function, and quality kids, accessories.",taxable,1,100,850,16,30,41,,,School Bags,"Pink School Bags, School Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,,
Sporty Style School Backpack - Black,,Black,taxable,1,,,,,,1899,3599,,,,color,Black,,1,,,
Outdoor Multi-Compartment Backpack - Green,,Green,taxable,1,,,,,,1799,3399,,,,color,Green,,1,,,
Urban Sport Backpack - Olive Green,,Olive Green,taxable,1,,,,,,1799,3399,,,,color,Olive Green,,1,,,
Dino Adventure Backpack - Blue,,Blue,taxable,1,,,,,,1699,3199,,,,color,Blue,,1,,,
Life is Magical Unicorn Backpack - Pink,,Pink,taxable,1,,,,,,1699,3199,,,,color,Pink,,1,,,
Unicorn Magic Lilac School Backpack - Purple,,Purple,taxable,1,,,,,,1999,3799,,,,color,Purple,,1,,,
Space Explorer School Backpack - Navy Blue,,Navy Blue,taxable,1,,,,,,1999,3799,,,,color,Navy Blue,,1,,,
Jurassic Crew School Backpack - Cream,,Cream,taxable,1,,,,,,1999,3799,,,,color,Cream,,1,,,
My Planet  Unicorn School Backpack  Purple - Purple,,Purple,taxable,1,,,,,,1899,3599,,,,color,Purple,,1,,,
My Planet Unicorn School Backpack Pink - Pink,,Pink,taxable,1,,,,,,1899,3599,,,,color,Pink,,1,,,
SukiSaku Construction Theme Kids Backpack,1. Child-friendly design: Bright and engaging construction vehicle print\n2. Spacious & organized: Multiple compartments including side mesh pocket for bottles\n3. Durable build: Made from sturdy materials suitable for daily school or play use\n4. Comfortable: Adjustable padded shoulder straps for ergonomic fit\n5. Easy to carry: Red top handle for grab-and-go convenience,"The SukiSaku Kids Backpack is a colorful and compact backpack designed specifically for young children. Featuring a fun construction vehicle pattern on a dark background, it showcases excavators, dump trucks, and cranes in vibrant colors like yellow, blue, and red. The backpack includes a large main compartment, a front zipper pocket, two side pockets (one mesh), and bright red zipper pulls and handle for easy carrying.",taxable,1,100,350,12,25,30,,,Kids Bags,"Black Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Black,1,1,Black,https://grabaggs.com/product/sukisaku-construction-theme-kids-backpack/,47%
SukiSaku Blue Transport Theme Kids Backpack,"1. Eye-catching transport design: Includes cars, bikes, planes, and helicopters in a fun blue tone\n2. Organized storage: Large main compartment, front pocket, and two side pockets (including mesh for bottles)\n3. Kid-friendly features: Smooth zipper pulls, padded straps, and easy-grip top handle\n4. Durable and lightweight: Built for daily use with reinforced stitching and soft materials\n5. Comfortable wear: Adjustable padded shoulder straps designed for young children","The SukiSaku Kids Backpack in light blue is designed for young children and features a playful transport-themed print. The pattern includes helicopters, airplanes, cars, bicycles, and emergency vehicles in vibrant colors, making it both fun and educational. With a sturdy build and functional compartments, it?s perfect for preschool, daycare, or outings.",taxable,1,100,350,12,25,30,,,Kids Bags,"Blue Kidsl Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Blue"":{""name"":""Blue"",""color"":""#0000FF"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Blue,1,1,Blue,https://grabaggs.com/product/sukisaku-blue-transport-theme-kids-backpack/,47%
SukiSaku Dinosaur Adventure Theme Kids Backpack,"1. Dino-themed design: Bright dinosaurs, leaves, and text elements in green, red, and blue\n2. Spacious & practical: Main compartment, front zippered pocket, and two side pockets (including mesh)\n3. Child-safe & durable: Soft edges, smooth zippers, and reinforced materials\n4. Comfortable for kids: Adjustable padded shoulder straps and top carry handle\n5. Easy-to-clean material: Designed to handle everyday messes","The SukiSaku Kids Backpack with a dinosaur adventure theme is a colorful and fun bag perfect for young dino-lovers. Featuring playful cartoon dinosaurs and fun text like ?CHOMP? and ?GRR? on a navy blue background, it offers both style and practicality. Ideal for preschool or playdates, it?s lightweight yet spacious enough for daily essentials.",taxable,1,100,350,12,25,30,,,Kids Bags,"Kids Bags, Navy Blue Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Navy Blue"":{""name"":""Navy Blue"",""color"":""#000080"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Navy Blue,1,1,Navy Blue,https://grabaggs.com/product/sukisaku-dinosaur-adventure-theme-kids-backpack/,47%
SukiSaku Pink Dino Fantasy Theme Kids Backpack,"1. Whimsical design: Colorful dinos, rainbows, and stars on a cheerful pink background\n2. Functional layout: Spacious main compartment, front zippered pocket, and dual side pockets\n3. Kid-focused comfort: Adjustable padded straps and a soft top handle for easy carrying\n4. Durable & lightweight: Ideal for daily use with quality stitching and materials\n5. Easy-access storage: Mesh pocket for bottles and smooth zippers for little hands","The SukiSaku Kids Backpack in a vibrant pink color is a delightful blend of fun and fantasy, designed especially for little dinosaur fans. With adorable cartoon dinosaurs, rainbows, hearts, and stars, this backpack inspires imagination and joy. It's perfect for preschool, kindergarten, or day trips, combining style with everyday practicality.",taxable,1,100,350,12,25,30,,,Kids Bags,"Kids Bags, Pink Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Pink"":{""name"":""Pink"",""color"":""#c93eab"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Pink,1,1,Pink,https://grabaggs.com/product/sukisaku-pink-dino-fantasy-theme-kids-backpack/,47%
SukiSaku Outer Space Explorer Theme Kids Backpack,"1. Galactic design: Planets labeled (Earth, Jupiter, Saturn, etc.), rockets, meteors, and stars\n2. Vibrant contrast: Black base with bright orange zippers and accents\n3. Functional pockets: Main compartment, front pocket, and mesh side pockets for water bottles or snacks\n4. Child-friendly build: Soft padded straps, easy-grip zippers, and a durable top handle\n5. Durable & lightweight: Built to withstand daily use and kid-level wear and tear","The SukiSaku Outer Space Explorer Kids Backpack is an exciting choice for little adventurers fascinated by the galaxy. Featuring colorful illustrations of planets, rockets, and stars on a dark background, it turns every outing into a cosmic journey. Made for daily comfort and function, it's perfect for school, daycare, or travel.",taxable,1,100,350,12,25,30,,,Kids Bags,"Black Kids Bags, Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Black,1,1,Black,https://grabaggs.com/product/sukisaku-outer-space-explorer-theme-kids-backpack/,47%
SukiSaku  Little Lion Jungle Theme Kids Backpack,"1. Charming jungle design: Cute lion faces and tropical leaves in playful colors\n2. Bright and happy palette: Dominant yellow with peach-pink zipper accents\n3. Functional design: Main compartment, front zip pocket, and side mesh pouches\n4. Comfortable for kids: Soft shoulder straps and top handle for easy carrying\n5. Durable for everyday use: Lightweight yet sturdy for active young kids","The SukiSaku Little Lion Jungle Kids Backpack is a cheerful and vibrant choice for little explorers. With a sunny yellow background and adorable lion illustrations surrounded by colorful leaves, this backpack captures the spirit of fun and adventure. Ideal for school, daycare, or outings, it keeps essentials close in a kid-friendly design.",taxable,1,100,350,12,25,30,,,Kids Bags,"Kids Bags, Yellow Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Yellow"":{""name"":""Yellow"",""color"":""#FFFF00"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Yellow,1,1,Yellow,https://grabaggs.com/product/sukisaku-little-lion-jungle-theme-kids-backpack/,47%
SukiSaku Aqua Safari Adventure Kids Backpack,"1. Unique animal-themed print: Featuring stylized safari animals in black on teal\n2. Bold and modern color scheme: Aqua base with black trim and accents\n3. Kid-friendly compartments: Spacious main pocket, front zip pouch, and side mesh holders\n4. Built for comfort: Soft, adjustable shoulder straps and a sturdy top handle\n5. Durable material: Lightweight yet strong construction for everyday wear and tear","The SukiSaku Aqua Safari Adventure Kids Backpack features a playful animal silhouette design in black on a cool aqua background. With giraffes, crocodiles, snakes, and more in a quirky, artistic style, this backpack is ideal for children who love nature and adventure. It's perfect for daily school use or fun outdoor excursions.",taxable,1,100,350,12,25,30,,,Kids Bags,"Kids Bags, Sky Blue Kids Bags","{""color"":{""name"":""color"",""type"":""color"",""terms"":{""Sky Blue"":{""name"":""Sky Blue"",""color"":""#87CEEB"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",color,Sky Blue,1,1,Sky Blue,https://grabaggs.com/product/sukisaku-aqua-safari-adventure-kids-backpack/,47%
